size_m2,bedrooms,distance_center,building_age,monthly_rent,premium_area
102,4,15.08,11,5684.12,1
122,3,14.91,17,6311.17,1
79,4,19.11,39,2995.81,0
122,1,18.41,32,4981.11,0
91,3,20.16,23,3678.42,0
105,5,16.83,8,6104.3,1
85,3,21.34,33,3423.94,0
100,3,20.33,22,4199.76,0
102,5,24.52,36,4542.45,0
124,2,4.09,4,7926.95,1
133,4,2.3,11,9023.62,1
56,3,11.3,24,2757.29,0
119,4,7.97,5,7790.12,1
51,5,13.69,30,2572.19,0
59,3,19.3,15,2153.43,0
123,2,19.59,29,5588.8,0
97,4,11.38,4,5850.35,1
126,1,9.44,27,6239.0,1
117,3,1.1,37,7333.12,1
37,3,23.47,29,1200.0,0
112,4,3.28,19,7494.25,1
56,1,9.07,21,2722.6,0
55,2,16.43,36,1200.0,0
124,5,21.76,20,6483.02,1
44,2,22.53,7,1200.0,0
25,4,12.18,30,1200.0,0
44,4,13.52,21,2036.27,0
71,3,19.6,33,2288.71,0
139,1,4.94,15,7548.11,1
94,2,7.2,36,4327.63,0
39,3,15.63,2,1803.71,0
57,2,19.63,23,1373.55,0
111,5,19.19,8,6219.18,1
91,5,2.41,26,6281.52,1
130,1,22.06,31,5035.06,0
130,2,5.61,21,7367.04,1
31,3,4.68,18,2144.62,0
113,4,1.22,4,7610.14,1
104,5,4.86,30,6611.08,1
42,4,10.81,12,2788.8,0
64,5,11.55,12,4224.38,1
42,5,23.62,10,1392.96,0
102,1,17.9,22,4060.99,0
32,2,16.94,34,1200.0,0
74,4,10.73,4,4420.73,1
83,1,19.73,29,2675.84,0
54,5,10.94,17,3354.71,1
126,3,7.69,20,7339.2,1
149,2,9.63,8,8358.83,1
44,5,5.48,10,3322.89,1
109,5,20.06,28,5299.24,1
43,3,11.43,16,2073.22,0
123,1,14.53,33,5154.29,0
108,1,21.5,15,3968.13,0
148,3,20.63,4,7279.64,1
118,3,19.14,37,5043.67,0
64,4,4.06,6,4372.05,1
55,2,20.27,37,1200.0,0
142,3,20.13,1,7211.34,1
35,4,22.53,2,1200.0,0
35,3,9.04,14,1809.33,0
36,2,6.77,24,1400.85,0
123,4,11.92,22,6790.16,1
145,4,21.08,0,7947.19,1
138,4,1.67,26,9165.82,1
75,4,21.0,8,3314.59,0
51,3,11.58,35,2220.84,0
34,2,0.39,39,1729.52,0
140,2,13.72,13,7527.47,1
26,4,7.42,35,1489.6,0
32,4,11.26,16,1646.55,0
97,2,23.29,26,3776.05,0
140,3,0.84,24,8796.17,1
61,3,17.3,23,2502.23,0
62,3,24.89,0,1942.12,0
25,3,8.52,5,1200.0,0
98,4,15.41,8,5523.3,1
97,4,7.36,37,5404.64,1
28,2,0.69,30,1716.63,0
76,1,12.35,13,3193.98,0
71,5,18.72,9,3537.64,0
38,2,21.46,14,1200.0,0
123,5,3.93,15,8496.64,1
62,2,7.83,9,3038.22,0
33,5,5.48,39,2134.8,0
104,5,18.68,31,5381.69,1
60,3,13.76,25,2581.98,0
109,2,4.51,6,6510.47,1
54,2,6.11,8,3372.24,0
147,4,20.62,0,8012.69,1
53,3,4.71,13,3404.18,1
137,4,11.72,31,7293.0,1
149,3,17.44,14,7582.4,1
78,5,6.3,11,5412.43,1
75,5,16.65,38,3375.72,0
100,5,6.57,10,6486.74,1
103,3,6.22,12,6599.87,1
62,3,22.73,3,2191.32,0
81,3,14.0,37,3643.01,0
131,1,12.27,27,6299.52,1
39,1,23.91,13,1200.0,0
82,4,14.87,26,3917.52,1
56,1,20.91,10,1200.0,0
88,4,3.06,36,5786.1,1
110,4,10.03,27,6181.93,1
107,1,5.68,8,6368.23,1
45,1,6.33,7,2419.51,0
38,5,14.64,9,2044.4,0
138,2,23.35,17,6269.1,0
136,3,9.02,10,7959.73,1
139,1,16.56,33,6033.81,1
147,1,21.3,5,6361.66,1
64,5,1.23,28,5118.43,1
126,3,0.42,25,7849.06,1
99,4,24.56,35,3897.9,0
84,5,21.4,23,4069.86,0
136,1,19.85,8,6189.01,1
149,4,14.56,16,7973.3,1
48,2,24.17,20,1200.0,0
36,3,9.11,24,1806.53,0
122,5,1.5,26,8332.13,1
98,1,4.89,37,4702.25,1
129,4,3.31,15,8878.59,1
25,1,16.72,15,1200.0,0
71,3,6.58,32,3968.9,0
33,4,1.52,3,2900.47,1
68,4,18.26,32,2536.07,0
40,3,16.94,16,1200.0,0
108,3,15.12,6,5613.65,1
122,1,16.87,0,5855.81,0
109,1,1.5,37,6258.04,1
97,5,24.41,38,3933.49,0
148,5,8.99,12,9529.79,1
73,2,15.61,31,2628.84,0
120,2,15.7,0,6208.01,1
34,5,7.83,25,2384.15,0
114,2,17.65,2,5338.95,1
122,2,3.69,2,7476.94,1
38,3,23.42,29,1200.0,0
51,4,16.15,9,2653.42,0
81,1,22.23,30,1877.7,0
39,2,4.93,37,1803.32,0
75,2,16.62,32,2467.86,0
147,1,11.45,28,6991.58,1
114,2,8.8,32,5942.16,1
48,1,24.08,5,1200.0,0
133,4,5.69,33,7915.04,1
30,5,14.58,27,1200.0,0
147,3,11.59,3,8662.91,1
109,1,22.95,12,4334.98,0
59,4,22.39,5,2287.7,0
90,4,5.65,19,5942.85,1
41,3,21.16,14,1200.0,0
47,2,24.05,23,1200.0,0
26,1,14.76,23,1200.0,0
94,5,10.43,7,6154.65,1
27,3,12.56,22,1200.0,0
119,3,15.83,15,6121.71,1
41,3,0.61,31,2622.58,1
132,2,8.28,22,7352.23,1
146,3,17.67,1,7724.2,1
65,1,13.37,10,2434.21,0
113,4,7.22,19,6627.82,1
62,1,0.76,39,3050.02,0
82,1,18.38,28,2965.71,0
25,5,16.97,20,1200.0,0
29,1,15.76,6,1200.0,0
69,1,6.75,38,2353.61,0
95,1,13.44,2,4673.41,0
61,4,3.98,32,3508.92,1
90,2,23.11,30,3083.56,0
59,1,4.48,16,2927.68,0
121,2,13.92,5,6131.75,1
147,3,18.15,10,7231.19,1
115,5,20.06,6,6446.44,1
49,4,13.5,21,2123.22,0
110,4,1.27,4,7972.79,1
58,4,12.03,32,2756.71,1
91,1,7.36,11,4627.33,1
89,5,15.81,18,5064.17,1
65,1,14.93,38,1799.04,0
135,1,14.95,18,6402.55,1
124,3,24.74,8,5971.49,0
54,3,17.43,30,1828.3,0
27,1,2.53,8,1495.27,0
129,5,12.99,29,7358.77,1
123,4,14.92,27,6364.83,1
51,1,20.46,22,1200.0,0
45,5,5.11,22,3088.22,1
92,5,10.4,16,6037.52,1
103,2,1.19,10,6390.94,1
61,3,8.41,10,3490.84,1
71,2,0.84,17,4520.36,1
120,3,1.34,5,7995.97,1
42,3,1.47,37,2750.05,0
94,2,14.64,37,4015.22,0
131,2,12.83,11,7199.74,1
132,2,9.19,39,6954.54,1
146,4,21.16,10,7714.71,1
62,1,14.63,14,2077.91,0
26,2,10.88,2,1200.0,0
129,3,3.56,37,7718.86,1
122,1,7.31,19,6082.42,1
127,2,4.44,39,7069.98,1
78,5,17.49,0,4748.59,1
34,3,7.83,18,2183.37,0
149,2,13.21,8,8249.08,1
85,4,20.69,38,3022.62,0
77,5,19.23,26,3597.1,0
72,1,21.18,24,1691.11,0
33,1,2.58,37,1200.0,0
146,4,16.76,30,7876.71,1
50,5,2.08,11,4429.56,1
96,3,16.94,11,4658.57,1
117,2,4.4,24,6844.63,1
58,3,3.89,39,3574.37,1
144,3,14.07,31,7375.43,1
40,2,8.18,30,1807.08,0
59,4,20.41,26,2378.09,0
49,2,23.01,20,1200.0,0
81,4,5.19,17,5323.98,1
105,2,21.27,36,3684.64,0
66,1,10.93,13,2809.67,0
77,4,14.76,7,4314.63,1
116,4,6.07,11,7515.47,1
72,3,13.42,26,3197.45,0
101,5,21.41,38,4700.76,0
31,4,20.42,38,1200.0,0
33,1,22.37,34,1200.0,0
54,4,19.44,35,1513.78,0
58,2,23.77,2,1482.09,0
145,5,2.24,32,10264.7,1
64,5,20.64,33,2268.4,0
97,3,19.99,0,4861.46,0
31,5,17.86,6,1450.81,0
44,3,21.96,21,1200.0,0
141,1,15.75,34,6428.47,1
79,4,10.19,25,4487.42,1
121,4,14.62,36,6307.24,1
91,1,10.58,17,4597.1,0
50,4,8.28,23,3075.78,0
64,3,18.32,12,2569.71,0
134,5,5.71,25,8801.44,1
59,3,16.88,19,2063.29,0
121,2,10.94,33,6338.86,1
75,2,6.18,2,4578.02,1
149,1,9.52,26,7510.1,1
122,5,14.15,7,7170.45,1
109,1,3.5,14,6365.4,1
125,4,8.43,20,7567.26,1
147,4,2.79,38,8901.99,1
40,5,9.75,19,2415.65,1
50,1,13.42,30,1200.0,0
96,3,7.86,15,5712.32,1
134,5,18.83,34,6906.85,1
25,3,2.54,22,1603.04,0
33,2,1.28,14,2655.06,0
141,3,3.79,11,8825.73,1
121,2,16.6,27,5561.42,0
119,4,15.38,30,6280.24,1
76,5,7.52,15,5114.24,1
128,4,20.81,36,6064.71,1
48,5,4.67,33,3547.73,0
134,5,14.96,35,7528.26,1
122,1,5.46,31,6524.11,1
61,2,0.78,20,3693.7,0
128,3,24.73,20,5739.47,0
30,4,0.76,25,2391.97,0
127,5,24.75,33,5642.63,1
124,1,20.83,25,4776.6,1
132,3,21.07,38,5786.41,0
123,2,19.03,13,5646.85,1
96,2,24.36,33,2832.93,0
89,1,1.9,35,5134.49,0
122,3,1.04,2,8486.54,1
48,2,11.48,1,2580.05,0
36,2,19.88,6,1200.0,0
111,5,13.03,21,6655.59,1
146,5,2.25,19,10055.4,1
44,5,24.12,2,1915.29,0
27,3,14.95,8,1200.0,0
105,4,17.02,29,5393.95,0
123,4,1.85,38,8140.06,1
136,5,7.75,6,8619.79,1
111,2,2.67,23,6655.63,1
35,3,12.49,38,1200.0,0
93,3,6.58,10,5896.71,1
42,3,3.37,9,3470.23,1
88,2,15.63,21,4211.07,1
27,3,8.83,25,1200.0,0
34,1,14.74,0,1200.0,0
123,1,10.29,10,6850.63,1
32,3,4.98,32,1582.34,0
98,3,10.17,24,5055.39,0
35,3,15.4,34,1200.0,0
101,3,12.88,9,5293.56,1
88,1,9.5,2,4290.46,1
79,4,3.07,10,5501.98,1
67,1,20.78,29,1624.89,0
32,1,17.69,13,1200.0,0
113,3,7.9,38,6278.42,1
68,5,9.84,13,4357.4,1
41,2,18.54,25,1200.0,0
37,4,11.67,10,1935.38,0
141,4,23.4,10,7279.77,1
146,4,16.79,36,7577.73,1
63,5,20.68,34,2188.6,0
101,1,16.2,20,3773.33,0
76,1,22.62,20,1417.3,0
90,3,24.11,37,2977.3,0
48,4,0.6,3,4012.72,1
75,1,4.46,9,4060.69,1
68,3,11.9,10,3509.09,0
66,5,8.91,9,4591.95,1
90,5,6.85,22,5667.53,1
135,2,8.32,20,7428.92,1
39,3,18.45,39,1200.0,0
25,2,0.8,20,1754.67,0
71,3,20.36,27,2818.89,0
61,1,6.22,17,2676.97,0
105,1,20.18,21,3649.67,0
113,3,20.42,22,5030.74,1
146,1,13.1,17,7300.55,1
29,3,16.13,25,1200.0,0
132,1,12.0,4,6914.52,1
40,4,24.03,0,1200.0,0
30,3,17.09,35,1200.0,0
149,1,16.89,17,7164.11,1
143,3,11.36,1,8632.98,1
52,4,7.8,24,3093.42,0
33,3,11.83,24,1200.0,0
130,1,1.83,12,7618.13,1
127,5,19.72,9,7017.79,1
68,4,7.53,30,3517.91,1
46,2,14.57,1,1755.35,0
144,2,9.82,7,7852.43,1
143,5,10.5,11,8687.61,1
45,4,19.92,13,1790.99,0
69,4,18.73,37,2477.48,0
122,2,21.25,15,5076.87,0
145,4,4.62,37,8895.17,1
106,4,20.65,36,4844.47,0
32,3,1.89,35,2184.07,0
59,5,18.27,27,2929.52,0
137,1,3.1,11,8015.31,1
47,5,20.55,38,1835.53,0
139,3,1.57,21,8505.53,1
58,3,20.88,13,1797.82,0
57,4,17.5,37,2202.26,0
55,3,4.27,4,3668.94,1
149,2,20.51,10,7130.64,1
116,3,24.51,34,4469.45,0
37,1,9.99,38,1200.0,0
44,5,15.07,23,2564.22,0
34,3,3.66,33,1807.5,0
25,5,13.8,11,1596.01,0
90,4,15.97,5,5126.28,1
68,2,2.22,29,4069.6,0
126,3,1.95,11,7938.87,1
56,5,10.46,13,3847.18,1
145,5,22.26,33,7107.66,1
32,3,6.19,15,2118.82,0
134,4,6.91,30,7763.44,1
87,5,12.46,16,5320.85,1
149,3,4.01,35,8846.09,1
124,5,6.94,2,8926.94,1
101,4,7.28,4,6770.83,1
52,2,15.82,10,2165.15,0
127,2,15.46,27,6479.09,1
80,4,2.79,25,5261.89,1
72,4,0.56,19,4977.94,1
79,5,15.74,17,4692.13,1
123,5,20.57,5,6819.39,1
64,3,23.0,29,1385.21,0
147,2,9.31,25,7952.75,1
31,1,12.72,21,1200.0,0
61,1,21.04,23,1445.19,0
75,2,3.4,28,4296.7,1
83,4,10.18,31,4231.08,0
35,1,7.47,25,1200.0,0
54,1,8.38,7,2316.7,0
80,5,18.64,33,3856.91,0
123,2,12.17,9,6359.19,1
110,3,17.09,35,5239.45,1
66,3,17.55,11,2739.25,0
141,2,24.28,1,6305.68,1
25,5,2.39,21,2646.25,1
34,4,6.47,30,1612.76,0
78,1,16.81,36,2142.49,0
115,2,6.85,22,6687.83,1
37,5,22.41,28,1200.0,0
59,2,16.51,26,1844.83,0
134,1,17.68,2,6444.05,1
149,2,13.98,11,7499.08,1
131,5,17.39,19,7505.58,1
99,2,23.76,3,3544.74,0
42,3,1.79,0,3400.66,1
103,1,3.17,11,5781.28,1
57,2,10.4,14,2684.66,0
79,4,19.22,38,3157.02,0
137,3,24.73,14,6337.04,1
92,2,14.13,2,4596.34,1
107,4,15.97,17,6407.04,1
34,4,24.29,4,1200.0,0
108,2,19.04,37,4105.56,0
123,1,2.65,27,6714.84,1
68,1,4.66,37,3373.59,0
109,4,16.9,12,5392.63,1
64,5,12.53,14,3847.36,1
32,5,18.53,14,1286.26,0
28,3,4.78,19,1953.27,0
148,3,0.48,25,9558.06,1
85,2,20.67,39,2746.12,0
121,1,2.94,19,7209.98,1
147,3,8.76,31,8333.81,1
97,1,22.52,23,3227.4,0
70,5,20.29,3,3832.91,0
101,4,18.52,19,5120.96,1
113,1,5.34,3,6646.51,1
67,5,23.39,36,2516.74,0
52,3,12.68,11,2808.64,0
60,3,24.72,5,1786.97,0
111,4,19.48,20,5672.99,1
120,5,16.82,29,6755.8,1
129,5,11.79,39,7599.89,1
92,5,5.15,7,6792.81,1
45,3,5.47,37,2344.84,0
74,5,2.69,16,5501.77,1
128,4,16.93,13,7013.52,1
112,3,8.47,6,6758.63,1
43,5,14.9,35,2045.62,0
80,1,1.58,25,4060.46,0
104,2,5.44,2,6597.68,1
37,3,14.79,26,1233.07,0
44,4,10.73,18,2784.47,0
41,1,5.54,30,1477.55,0
90,1,3.23,4,5413.79,1
27,5,24.47,3,1200.0,0
86,2,17.08,20,3602.45,0
32,4,16.28,27,1200.0,0
91,1,6.39,39,3966.81,0
103,4,17.17,17,5217.14,1
140,5,3.86,23,9119.8,1
41,4,24.62,28,1200.0,0
77,4,13.9,37,3557.5,1
92,3,6.05,23,5568.4,1
63,3,23.03,15,2318.43,0
53,4,7.99,20,2790.53,1
108,5,5.8,26,6941.21,1
83,2,10.84,12,4438.54,1
33,3,16.83,36,1200.0,0
145,1,5.45,34,7793.79,1
81,4,4.06,16,5275.52,1
75,1,14.72,35,2716.06,0
124,1,24.7,7,5352.53,0
70,2,13.35,13,3146.39,0
70,5,8.3,28,3992.6,1
122,5,0.8,12,8489.43,1
36,2,10.14,28,1200.0,0
55,1,2.02,38,2539.35,0
111,5,12.67,17,6872.66,1
35,4,4.96,7,2667.28,0
104,2,20.36,36,3864.53,0
127,4,1.75,32,7817.36,1
122,2,8.82,8,6342.07,1
59,3,17.97,26,2013.76,0
149,5,1.0,19,10316.72,1
96,2,8.65,33,4755.74,1
54,4,17.17,0,2415.17,0
32,4,13.21,11,1594.37,0
54,3,4.83,24,3049.62,1
126,4,11.96,17,7074.94,1
74,5,1.09,27,5657.51,1
77,4,24.45,39,2492.6,0
97,3,12.49,6,4967.22,1
119,4,17.63,9,6599.34,1
81,2,3.97,22,4479.27,0
33,3,17.48,7,1200.0,0
120,3,23.2,34,4678.32,0
71,4,18.3,37,3085.03,0
127,1,5.4,33,6404.48,1
71,5,13.18,14,4242.18,1
56,5,6.48,5,4288.59,1
119,5,15.07,9,7127.58,1
109,1,15.29,7,5209.0,0
133,1,24.99,18,5144.57,0
30,2,21.61,13,1200.0,0
84,5,1.33,34,5623.71,1
126,5,4.67,6,8680.32,1
94,2,3.02,6,6078.41,1
121,2,3.19,24,6910.91,1
43,3,20.44,39,1200.0,0
109,5,7.85,4,7483.82,1
89,2,22.96,22,3314.33,0
63,3,11.39,8,3317.63,0
41,1,3.16,24,2100.35,0
41,4,1.98,6,3703.03,1
69,4,2.34,8,5295.83,1
109,2,19.4,32,4114.15,0
125,3,11.59,27,6679.25,1
88,1,1.78,25,4906.84,0
101,1,19.84,25,3433.17,0
38,2,4.92,29,1579.35,0
138,1,7.46,5,7861.36,1
27,4,4.11,26,1973.38,0
79,1,14.99,27,3066.36,0
135,4,9.85,12,8015.98,1
90,2,5.64,9,5662.86,1
109,3,22.94,8,4599.09,0
78,4,20.05,11,3706.27,0
147,1,16.11,23,6511.69,1
60,1,14.05,7,2395.98,0
141,2,10.57,19,7388.96,1
97,2,5.84,31,5489.58,0
85,2,2.16,19,5481.33,1
88,4,5.64,28,5175.38,1
107,5,23.92,16,5216.43,1
29,3,19.88,22,1200.0,0
143,2,7.86,15,7558.29,1
97,3,4.97,26,5485.46,0
116,4,24.76,1,5759.58,1
35,2,4.31,18,2262.47,0
46,3,21.57,23,1200.0,0
77,4,11.24,17,4494.13,0
43,4,11.48,24,2213.2,0
51,2,6.52,16,2738.28,0
67,1,23.42,24,1389.88,0
47,5,21.98,21,1807.51,0
54,5,15.05,26,3168.65,0
74,1,13.72,26,2641.18,0
39,2,8.34,14,2457.45,0
110,3,19.95,9,5270.92,1
98,2,12.92,30,4441.57,0
104,3,21.45,19,4284.16,1
89,5,14.82,10,5152.84,1
80,3,22.05,10,2914.38,0
113,2,18.11,33,4853.79,0
98,4,15.03,35,4693.79,1
39,4,13.35,27,1545.29,0
77,4,24.5,27,2811.46,0
116,5,20.7,15,6233.79,1
92,5,21.78,19,4087.6,1
121,5,20.61,11,6252.72,1
94,4,0.65,15,6567.35,1
143,5,22.0,12,7868.14,1
33,3,3.71,27,1929.6,1
147,3,10.51,29,8337.79,1
28,3,1.49,12,2489.88,0
106,3,11.68,20,5821.37,1
145,1,17.46,4,7072.67,1
71,1,10.79,25,2566.2,0
98,2,24.6,1,3653.68,0
87,2,23.77,20,2548.61,0
127,1,15.14,27,5474.75,1
50,5,19.85,11,2118.8,0
26,1,15.5,34,1200.0,0
137,4,20.61,11,7185.81,1
104,5,23.86,38,4701.91,0
110,1,13.15,21,4880.66,0
81,1,22.28,22,2264.25,0
39,4,13.43,18,2191.56,0
76,1,12.3,0,3770.43,0
88,4,3.13,13,6066.3,1
133,4,17.45,19,7462.83,1
95,1,7.74,32,4114.41,1
33,3,2.55,39,1679.9,0
65,3,9.3,32,2972.33,0
34,2,13.19,25,1200.0,0
76,1,7.36,30,3416.34,0
65,1,24.86,15,1200.0,0
30,4,9.3,16,2123.76,0
95,5,14.76,0,5744.05,1
104,2,15.9,8,4739.74,1
56,5,4.94,2,4652.44,1
58,2,13.5,23,2306.03,0
114,5,8.68,27,7130.94,1
119,2,6.03,8,7120.75,1
104,1,24.54,16,3222.93,0
73,5,14.65,5,4308.99,1
115,4,23.06,28,5506.91,0
36,3,21.01,6,1200.0,0
40,4,2.18,14,3089.99,1
132,1,10.22,7,7102.13,1
38,4,1.09,38,2527.96,1
42,5,15.1,31,1966.65,0
83,1,19.35,23,2474.77,0
140,4,9.04,12,8611.41,1
29,2,10.87,6,1200.0,0
149,3,13.8,34,7833.27,1
87,5,16.64,32,4678.99,1
140,5,1.14,18,9813.42,1
79,3,18.65,36,2980.85,0
26,5,6.06,29,1979.18,1
58,1,16.4,14,1599.75,0
108,2,3.82,35,6132.74,1
35,5,18.63,13,1401.11,0
54,3,7.89,33,2546.98,0
119,5,19.67,38,6105.3,1
117,3,11.31,21,6469.5,1
113,4,13.17,2,6576.4,1
137,3,10.83,22,7660.24,1
110,4,24.91,24,5079.93,0
110,4,3.73,4,7498.86,1
62,4,4.48,31,3999.48,1
48,4,15.51,11,2419.15,0
119,3,20.31,13,5837.05,1
76,4,1.93,27,4966.71,1
28,4,18.49,20,1200.0,0
78,1,19.56,27,2105.95,0
99,2,12.64,28,4562.05,0
40,2,19.99,26,1200.0,0
103,2,12.82,11,5190.43,0
139,5,12.14,22,8203.9,1
143,4,21.4,11,7000.91,1
101,5,3.48,31,6890.48,1
51,1,22.16,22,1200.0,0
57,5,14.32,4,3301.4,1
97,4,10.71,10,5974.63,1
65,1,1.53,13,3760.48,0
145,5,5.49,26,9184.94,1
66,2,19.74,19,2156.38,0
102,5,8.94,15,6556.96,1
72,1,21.77,9,2212.79,0
97,1,4.98,19,5033.89,0
84,1,17.39,39,2710.58,0
128,2,0.34,20,8144.49,1
138,3,5.51,23,7997.29,1
117,1,19.28,0,4870.45,0
101,1,11.15,36,4668.39,0
26,2,11.74,30,1200.0,0
34,5,15.27,29,1200.0,0
126,3,5.96,23,7565.45,1
58,3,12.8,29,2543.54,0
96,5,13.73,16,6472.69,1
112,1,10.34,5,5863.24,1
66,5,24.35,6,3196.09,0
136,5,15.84,23,7902.16,1
149,1,3.73,9,8929.35,1
40,1,20.85,19,1200.0,0
104,5,12.47,0,7132.78,1
59,2,14.19,8,2644.0,0
122,3,15.41,14,6736.62,1
120,2,18.78,10,5739.02,0
45,1,16.39,1,1327.91,0
30,1,12.33,30,1200.0,0
125,3,7.54,25,7119.47,1
149,4,18.2,27,7322.08,1
60,2,7.06,0,3405.7,1
98,1,8.56,32,4666.42,0
96,3,18.88,24,4092.61,0
51,5,5.26,39,3665.82,1
83,2,4.76,1,4935.66,1
85,4,14.57,0,5044.2,1
132,2,6.56,30,6969.64,1
113,1,0.91,7,6605.53,1
66,5,13.88,16,3657.35,1
47,1,5.67,31,2062.99,0
65,1,8.66,8,3355.41,0
109,2,19.71,36,4294.09,0
27,5,15.04,38,1200.0,0
54,3,14.84,2,2398.35,0
69,1,14.35,36,2143.41,0
41,5,10.49,15,2292.13,0
93,4,15.5,4,5068.15,1
37,4,18.44,7,1442.98,0
74,4,7.56,7,4953.59,1
47,1,14.99,5,1224.13,0
113,4,2.96,25,7142.29,1
91,5,22.63,30,3848.34,0
43,2,21.21,38,1200.0,0
130,2,17.37,13,6165.26,1
64,1,19.77,20,1482.59,0
73,3,5.21,22,3888.7,0
104,2,13.82,23,5325.4,1
52,1,19.55,32,1200.0,0
71,2,2.98,23,4219.05,1
98,1,5.03,2,5474.54,1
146,1,20.59,9,6584.7,1
55,1,4.13,26,2696.9,0
33,4,11.24,22,2067.75,0
101,3,12.18,25,5859.47,1
122,5,19.01,31,6378.88,1
84,1,14.78,39,3019.09,0
120,3,2.35,13,7738.48,1
97,5,19.85,25,4856.45,1
51,1,22.44,39,1200.0,0
30,4,11.05,33,1545.9,0
57,5,22.22,10,2748.39,0
117,1,4.88,4,6669.53,1
44,2,21.53,6,1200.0,0
126,3,4.28,28,7420.85,1
120,4,18.6,14,6065.64,1
148,4,11.8,0,9478.46,1
42,1,14.6,21,1200.0,0
65,4,14.94,33,2844.7,0
93,2,16.83,14,4340.76,0
56,5,9.91,26,3534.39,0
28,3,3.56,17,1983.45,0
38,1,20.25,34,1200.0,0
38,5,23.61,1,1723.11,0
125,5,21.51,7,6894.69,1
140,2,0.37,24,8545.05,1
128,2,8.78,8,7018.74,1
34,2,12.02,10,1303.28,0
51,3,19.86,13,1656.4,0
120,4,19.7,8,6388.49,1
71,5,20.98,20,3542.29,1
96,2,9.23,33,4632.6,0
27,4,0.9,6,2658.32,1
142,3,23.46,27,6376.77,1
146,3,19.87,38,6523.23,1
136,3,17.81,36,6038.35,1
46,5,16.41,38,1847.03,0
101,3,8.27,24,5793.66,1
131,4,1.06,8,8911.43,1
100,5,14.61,16,5248.13,1
114,4,23.11,18,5611.12,1
30,4,3.17,2,2545.04,1
38,5,17.36,38,1200.0,0
149,2,3.67,21,8815.24,1
63,4,6.95,16,3868.33,0
76,4,5.99,32,4466.52,1
41,4,4.06,8,3292.96,1
60,1,15.18,15,1652.02,0
84,5,12.63,32,4397.27,1
143,4,17.83,29,7153.22,1
102,5,8.65,24,6224.5,1
60,3,22.04,4,2199.82,0
52,3,23.94,30,1200.0,0
92,3,15.24,8,4231.9,1
128,4,3.47,6,8469.4,1
101,3,13.65,16,5088.63,1
78,3,10.53,37,3788.93,1
144,3,9.6,10,8202.1,1
49,5,22.33,5,2219.46,0
147,2,23.99,31,6061.31,0
92,1,24.29,29,2377.79,0
72,5,11.99,14,4431.37,1
57,1,0.66,33,2957.36,0
52,5,12.35,23,3025.09,0
121,1,19.76,20,5061.65,0
147,4,8.93,10,9147.62,1
75,2,8.49,22,4045.7,0
125,5,14.19,12,7426.9,1
144,5,23.16,32,6588.45,1
31,5,9.63,12,2200.5,0
78,3,11.58,18,3893.92,0
132,3,1.86,36,7513.12,1
89,1,3.17,6,4929.87,1
111,5,0.34,33,7911.82,1
55,5,22.9,1,2090.32,0
88,1,8.09,37,3522.43,0
38,2,24.23,19,1200.0,0
127,2,20.98,34,5424.31,0
56,1,17.71,15,1568.58,0
26,2,7.11,31,1200.0,0
129,1,16.22,33,5537.42,0
127,5,16.9,19,7033.48,1
63,5,18.16,34,2699.81,0
138,4,18.01,37,7275.45,1
105,4,10.75,12,6197.36,1
137,5,5.63,17,9120.05,1
134,2,9.91,35,6886.55,1
68,4,11.28,10,3794.0,1
136,3,5.44,22,8200.52,1
106,2,5.28,18,6237.19,1
47,1,11.5,11,1476.61,0
97,5,19.41,25,5028.74,1
70,1,12.44,15,2852.94,0
44,3,2.19,23,2732.45,0
49,1,11.27,32,1622.61,0
127,4,20.49,16,6750.52,1
50,1,10.4,9,1411.97,0
133,4,5.36,18,8501.31,1
80,1,22.13,28,1773.2,0
46,1,6.28,8,2400.74,0
81,1,16.39,4,3335.78,0
99,5,1.57,38,6548.93,1
129,5,10.37,24,8040.09,1
66,2,4.6,33,3404.26,0
128,3,0.49,16,8258.0,1
73,1,17.35,28,2290.96,0
74,5,22.41,24,3120.4,0
41,3,10.48,30,1360.75,0
79,1,8.26,30,3520.01,0
117,4,17.39,24,6151.03,1
100,3,18.03,12,4451.68,0
123,4,8.92,23,7144.61,1
114,4,5.49,38,7021.39,1
138,1,8.1,31,7311.97,1
116,4,22.04,21,5186.7,0
91,1,11.95,0,4501.04,0
51,5,5.17,28,3894.5,1
91,1,6.25,10,5327.74,0
35,2,6.18,27,1514.37,0
140,5,10.11,26,8489.87,1
115,2,0.9,17,6699.55,1
142,4,18.94,37,6818.24,1
142,3,14.1,15,7551.67,1
36,2,1.01,15,2915.92,0
131,2,0.86,33,7475.28,1
71,4,14.01,1,3661.85,0
137,3,24.15,18,6247.14,1
105,2,21.0,1,5197.25,1
44,1,1.42,31,2116.91,0
25,3,6.52,20,1200.0,0
52,3,17.31,10,2182.04,0
27,3,21.35,15,1200.0,0
99,2,23.78,16,3676.83,0
82,3,2.78,34,4691.44,1
50,2,24.48,5,1200.0,0
80,3,3.5,38,4376.48,1
140,2,12.43,1,7750.9,1
113,4,1.78,30,6996.72,1
66,2,17.2,0,2800.07,0
86,2,1.77,19,5208.65,1
123,2,7.78,27,6142.99,1
93,1,14.78,34,3706.94,0
51,1,11.46,39,1309.4,0
29,1,4.1,13,1507.57,0
125,5,22.36,36,6179.58,1
